Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:18.755297,1.673922445212346,49.762,16338205.136219755,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:19.741799,1.673922445212346,49.762,11196382.577116683,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:20.971376,1.673922445212346,49.762,15536227.949191408,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:22.052769,1.673922445212346,49.762,19389116.588397291,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:22.964811,1.673922445212346,49.762,24426696.864459179,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:23.802026,1.673922445212346,49.762,28066950.244002875,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:24.626799,1.673922445212346,49.762,17694191.661333136,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:25.577978,1.673922445212346,49.762,25704529.816720512,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:26.399366,1.673922445212346,49.762,26171155.438869279,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:27.247323,1.673922445212346,49.762,19573785.925753091,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:28.157462,1.673922445212346,49.762,28813817.40865846,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:28.943251,1.673922445212346,49.762,29123896.141878065,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:29.755727,1.673922445212346,49.762,17348876.716541879,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:30.714868,1.673922445212346,49.762,24877603.540579703,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:31.545156,1.673922445212346,49.762,20553347.513871796,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:32.487209,1.673922445212346,49.762,19168169.568460658,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:33.404591,1.673922445212346,49.762,6706063.3351472858,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:34.447785,1.673922445212346,49.762,2990347.4157003136,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:35.467421,1.673922445212346,49.762,6540563.4704659777,0,,114.242.248.166
18462,Beijing Broadband Network,Beijing,2018-08-18T17:00:36.487381,1.673922445212346,49.762,6245855.1462348234,0,,114.242.248.166
