Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
18462,Beijing Broadband Network,Beijing,2018-09-27T17:19:12.617762,1.673922445212346,31.948,16054984.434377458,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:19:21.126358,1.673922445212346,31.948,18387590.500123844,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:19:29.588416,1.673922445212346,31.948,16591036.297644172,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:19:38.145660,1.673922445212346,31.948,14913722.414250698,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:19:46.693608,1.673922445212346,31.948,20051065.802454367,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:19:55.116692,1.673922445212346,31.948,16807726.657534506,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:03.668631,1.673922445212346,31.948,14125261.331572076,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:12.243966,1.673922445212346,31.948,20212358.127673365,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:20.664241,1.673922445212346,31.948,17009774.241021685,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:29.209353,1.673922445212346,31.948,12671748.32057287,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:37.854173,1.673922445212346,31.948,9555356.2695086915,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:46.721517,1.673922445212346,31.948,14353453.42130276,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:20:55.365540,1.673922445212346,31.948,15084872.147073682,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:21:03.904504,1.673922445212346,31.948,18047768.26137026,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:21:12.372705,1.673922445212346,31.948,10829344.634636691,0,,114.242.250.68
18462,Beijing Broadband Network,Beijing,2018-09-27T17:21:21.217376,1.673922445212346,31.948,12645587.438683601,0,,114.242.250.68
