Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
5505,Beijing Broadband Network,Beijing,2018-07-10T09:25:51.597778,1.6929379194988856,62.926000000000002,7944814.6575593343,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:26:00.592101,1.6929379194988856,62.926000000000002,11051094.227758875,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:26:09.336128,1.6929379194988856,62.926000000000002,6212148.1569029465,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:26:17.363380,1.6929379194988856,62.926000000000002,8466033.8206385579,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:26:34.436586,1.6929379194988856,62.926000000000002,0.0,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:26:50.702194,1.6929379194988856,62.926000000000002,0.0,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:27:06.791615,1.6929379194988856,62.926000000000002,0.0,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:27:22.957994,1.6929379194988856,62.926000000000002,0.0,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:27:39.029467,1.6929379194988856,62.926000000000002,0.0,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:27:47.059945,1.6929379194988856,62.926000000000002,7921067.8330254899,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:27:56.064739,1.6929379194988856,62.926000000000002,9514823.6972598229,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:28:04.927574,1.6929379194988856,62.926000000000002,6619025.9209571974,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:28:12.971797,1.6929379194988856,62.926000000000002,2221174.9881730373,0,,124.64.16.41
5505,Beijing Broadband Network,Beijing,2018-07-10T09:28:30.377949,1.6929379194988856,62.926000000000002,10298453.445441984,0,,124.64.16.41
